item,factor,name,price,wprice,kicker
16314,5,Gladiator's Plate Helm,66.8,50.1,0.15
16315,8,Gladiator's Plate Shoulders,53.63,40.2225,0.05
16316,8,Gladiator's Plate Legguards,31.5,23.625,0.45
16317,9,Gladiator's Plate Gauntlets,9.11,6.8325,0.1
16318,5,Gladiator's Greatsword,4,3,0.4
16319,4,Talisman of the Horde,27.75,20.8125,0.1
16320,8,Gladiator's Dreadweave Robe,19.88,14.91,0.25
16321,9,Gladiator's Dreadweave Hood,40.44,30.33,0.4
16322,7,Gladiator's Dreadweave Mantle,30.86,23.145,0.15
16323,7,Gladiator's Dreadweave Leggings,66,49.5,0.2
16324,9,Gladiator's Dreadweave Gloves,53,39.75,0.45
16325,5,Gladiator's War Staff,18,13.5,0.25
16326,3,Murkblood Invasion Plans,12,9,0.4
16327,4,Murkblood Invasion Plans,47.75,35.8125,0.05
16328,6,Torch of Liquid Fire,64,48,0.35
16329,10,130 Test Caster Belt,27.9,20.925,0.3
16330,5,130 Test Caster Cloak,13.6,10.2,0.2
16331,2,Elder Kuruti's Response,172,129,0.5
16332,4,Outlander's Girdle,81,60.75,0.1
16333,4,Mark of Honor Hold,61.25,45.9375,0.15
16334,9,Mark of Thrallmar,28.44,21.33,0.4
16335,10,Outlander's Boots,11,8.25,0.5
16336,3,Outlander's Tunic,70,52.5,0.05
16337,3,Outlander's Gloves,148,111,0.1
16338,3,Outlander's Facewrap,163.67,122.7525,0.25
16339,9,Outlander's Leggings,17.78,13.335,0.5
16340,7,Outlander's Pauldrons,53.43,40.0725,0.45
16341,6,Outlander's Bracers,10.83,8.1225,0.3
16342,5,Fireheart Girdle,72.6,54.45,0.45
16343,6,Fireheart Boots,21.67,16.2525,0.1
16344,1,Fireheart Chestpiece,434,325.5,0.45
16345,6,Fireheart Gloves,53.33,39.9975,0.35
16346,9,Fireheart Skullcap,40.67,30.5025,0.15
16347,5,Fireheart Leggings,47.4,35.55,0.5
16348,5,Fireheart Shoulderpads,47.4,35.55,0
16349,3,Fireheart Bracers,81.67,61.2525,0.45
16350,1,Starfire Sash,369,276.75,0.5
16351,1,Starfire Sandals,305,228.75,0.25
16352,6,Starfire Vest,73.17,54.8775,0.05
16353,9,Starfire Gloves,44,33,0.1
16354,8,Starfire Circlet,24.25,18.1875,0.45
16355,4,Starfire Trousers,50.75,38.0625,0.5
16356,3,Starfire Mantle,23.33,17.4975,0.4
16357,2,Starfire Wristwraps,0.5,0.375,0.25
16358,6,Laughing Skull Waistguard,55.67,41.7525,0.1
16359,10,Laughing Skull Boots,43.7,32.775,0.2
16360,9,Laughing Skull Tunic,36.67,27.5025,0.35
16361,3,Laughing Skull Gloves,131,98.25,0.45
16362,1,Laughing Skull Cap,392,294,0.4
16363,9,Laughing Skull Pants,48.56,36.42,0.2
16364,9,Laughing Skull Shoulderpads,24.11,18.0825,0.3
16365,7,Laughing Skull Bracelets,63.14,47.355,0.15
16366,10,Vindicator Belt,41.4,31.05,0.2
16367,4,Vindicator Boots,20.75,15.5625,0.15
16368,2,Vindicator Tunic,138,103.5,0
16369,2,Vindicator Gloves,57,42.75,0.4
16370,8,Vindicator Cap,37.13,27.8475,0
16371,9,Vindicator Pants,34.78,26.085,0.4
16372,1,Vindicator Shoulderpads,439,329.25,0.35
16373,3,Vindicator Bracers,91,68.25,0.25
16374,2,Slavehandler Belt,87.5,65.625,0.1
16375,7,Slavehandler Footpads,64,48,0.5
16376,2,Slavehandler Jerkin,187,140.25,0.25
16377,8,Slavehandler Handwraps,46.75,35.0625,0.35
16378,9,Slavehandler Cap,50,37.5,0.2
16379,3,Slavehandler Pants,161,120.75,0.2
16380,10,Slavehandler Amice,32.8,24.6,0.05
16381,9,Slavehandler Wristguards,53.89,40.4175,0.35
16382,10,Feralfen Sash,47.4,35.55,0.05
16383,6,Feralfen Sandals,24.33,18.2475,0.25
16384,6,Feralfen Jerkin,79.17,59.3775,0.4
16385,5,Feralfen Hand,62.4,46.8,0.3
16386,10,Feralfen Hood,39,29.25,0.25
16387,9,Feralfen Pants,3.78,2.835,0
16388,7,Feralfen Amice,24,18,0.2
16389,9,Feralfen Cuffs,32.56,24.42,0.05
16390,5,Mistyreed Belt,59.4,44.55,0.3
16391,8,Mistyreed Boots,35.38,26.535,0.45
16392,3,Mistyreed Tunic,154.33,115.7475,0.45
16393,1,Mistyreed Gloves,121,90.75,0.4
16394,8,Mistyreed Hood,61.75,46.3125,0
16395,4,Mistyreed Pants,20.25,15.1875,0.1
16396,3,Mistyreed Shoulderpads,66,49.5,0.15
16397,4,Mistyreed Bracers,66.5,49.875,0.05
16398,6,Astralaan Belt,32.83,24.6225,0.05
16399,6,Astralaan Boots,68,51,0.15
16400,2,Astralaan Robe,51.5,38.625,0.25
16401,5,Astralaan Gloves,63.6,47.7,0.05
16402,10,Astralaan Headdress,41.7,31.275,0.15
16403,7,Astralaan Pants,55.29,41.4675,0.35
16404,10,Astralaan Shoulderpads,22.1,16.575,0.25
16405,3,Astralaan Bracer,29.67,22.2525,0
16406,2,Consortium Sash,58.5,43.875,0.05
16407,4,Consortium Boot,122.75,92.0625,0.4
16408,3,Consortium Robe,29.67,22.2525,0.15
16409,10,Consortium Gloves,30,22.5,0.25
16410,4,Consortium Hood,26.5,19.875,0
16411,1,Consortium Pants,379,284.25,0.4
16412,10,Consortium Mantle,29.1,21.825,0.25
16413,9,Consortium Bracer,46.89,35.1675,0.25
16414,10,Shadow Council Chain,11.7,8.775,0.05
16415,9,Shadow Council Boots,0.56,0.42,0.1
16416,1,Shadow Council Tunic,208,156,0.15
16417,6,Shadow Council Gloves,12.17,9.1275,0.3
16418,6,Shadow Council Cowl,37.17,27.8775,0.35
16419,2,Shadow Council Pants,49.5,37.125,0
16420,9,Shadow Council Mantle,42.78,32.085,0.15
16421,1,Shadow Council Bracer,338,253.5,0.2
16422,4,Eldr'naan Belt,67.75,50.8125,0.5
16423,9,Eldr'naan Boots,10.56,7.92,0.35
16424,3,Eldr'naan Jerkin,109.33,81.9975,0.5
16425,6,Eldr'naan Gloves,64.67,48.5025,0.05
16426,8,Eldr'naan Hood,17,12.75,0.25
16427,9,Eldr'naan Pants,10.67,8.0025,0.15
16428,9,Eldr'naan Shoulderpads,11,8.25,0.2
16429,8,Eldr'naan Bracelets,9.13,6.8475,0.35
16430,10,Archmage Belt,35.7,26.775,0.45
16431,5,Archmage Slippers,20,15,0.2
16432,9,Archmage Robe,25.33,18.9975,0.25
16433,1,Archmage Gloves,64,48,0.05
16434,8,Archmage Headpiece,20.38,15.285,0.15
16435,1,Archmage Pants,25,18.75,0.45
16436,8,Archmage Mantle,53.63,40.2225,0.35
16437,6,Archmage Bracelets,55.83,41.8725,0.3
16438,4,Elementalist Belt,0.75,0.5625,0.3
16439,9,Elementalist Boots,9.67,7.2525,0.1
16440,9,Elementalist Tunic,17.44,13.08,0.45
16441,10,Elementalist Gloves,48.9,36.675,0.25
16442,10,Elementalist Skullcap,41.7,31.275,0.3
16443,10,Elementalist Leggings,20.3,15.225,0.05
16444,4,Elementalist Mantle,49.25,36.9375,0.45
16445,7,Elementalist Bracelets,52.57,39.4275,0.3
16446,4,Bonechewer Pelt-Girdle,29,21.75,0.35
16447,1,Bonechewer Shredboots,45,33.75,0.3
16448,2,Bonechewer Chestpiece,102,76.5,0.15
16449,2,Bonechewer Spikegloves,174.5,130.875,0.15
16450,10,Bonechewer Skincloak,26.4,19.8,0.1
16451,9,Bonechewer Ripleggings,44.89,33.6675,0.35
16452,8,Bonechewer Shoulderguards,54,40.5,0.4
16453,10,Bonechewer Bands,49.4,37.05,0.35
16454,4,Haal'eshi Cord,40.75,30.5625,0.5
16455,4,Haal'eshi Boots,57.5,43.125,0.4
16456,4,Haal'eshi Jerkin,118.75,89.0625,0.25
16457,8,Haal'eshi Gloves,13.75,10.3125,0.15
16458,2,Haal'eshi Hat,226,169.5,0.25
16459,3,Haal'eshi Leggings,123,92.25,0.45
16460,10,Haal'eshi Pauldrons,23.9,17.925,0.1
16461,4,Haal'eshi Bindings,35.5,26.625,0.3
16462,10,Vengeance Belt,6.1,4.575,0.5
16463,9,Vengeance Boots,26.11,19.5825,0.35
16464,1,Vengeance Chestpiece,101,75.75,0.15
16465,8,Vengeance Gloves,40.25,30.1875,0.35
16466,3,Vengeance Helm,100,75,0.1
16467,9,Vengeance Legguards,55,41.25,0.5
16468,8,Vengeance Pauldrons,54.25,40.6875,0.05
16469,8,Vengeance Bands,15.75,11.8125,0.3
16470,3,Dreghood Belt,77,57.75,0.1
16471,2,Dreghood Boots,62,46.5,0.3
16472,3,Dreghood Chestpiece,18,13.5,0.05
16473,10,Dreghood Gloves,21.5,16.125,0.35
16474,9,Dreghood Cowl,34.33,25.7475,0.05
16475,10,Dreghood Trousers,7.1,5.325,0.5
16476,2,Dreghood Pauldrons,82,61.5,0.3
16477,2,Dreghood Bands,184,138,0.35
16478,4,Dementia Cord,83.25,62.4375,0.05
16479,8,Dementia Boots,22.13,16.5975,0.5
16480,4,Dementia Vest,55.5,41.625,0.4
16481,4,Dementia Gloves,16,12,0.5
16482,3,Dementia Hood,89,66.75,0.45
16483,1,Dementia Trousers,411,308.25,0.25
16484,7,Dementia Shoulderguards,43.57,32.6775,0.4
16485,2,Dementia Armguards,64.5,48.375,0.05
16486,8,Sunroc Waistband,26.75,20.0625,0.35
16487,7,Sunroc Boots,54.86,41.145,0.1
16488,1,Sunroc Chestpiece,276,207,0.4
16489,4,Sunroc Gloves,2.75,2.0625,0.5
16490,5,Sunroc Mask,80.2,60.15,0.15
16491,6,Sunroc Pants,0.5,0.375,0.3
16492,6,Sunroc Shoulderguards,12.5,9.375,0.45
16493,2,Sunroc Armguards,20.5,15.375,0.35
16494,5,Ranger Belt,7.2,5.4,0.1
16495,9,Ranger Boots,9.56,7.17,0.2
16496,8,Ranger Jerkin,15.38,11.535,0.1
16497,6,Ranger Gloves,76.83,57.6225,0.35
16498,6,Ranger Hat,69.67,52.2525,0.35
16499,9,Ranger Pants,30.22,22.665,0.05
16500,10,Ranger Pauldrons,13.9,10.425,0.2
16501,6,Ranger Armguards,45,33.75,0.2
16502,3,Daggerfen Belt,61.67,46.2525,0.45
16503,10,Daggerfen Boots,46.4,34.8,0.35
16504,8,Daggerfen Battlevest,32,24,0.25
16505,8,Daggerfen Gloves,41.25,30.9375,0.05
16506,1,Daggerfen Cowl,403,302.25,0.05
16507,1,Daggerfen Stitchpants,237,177.75,0.3
16508,3,Daggerfen Pauldrons,1,0.75,0.05
16509,8,Daggerfen Bindings,23.63,17.7225,0.5
16510,10,Umbrafen Waistband,30.6,22.95,0.05
16511,1,Umbrafen Boots,495,371.25,0.3
16512,7,Umbrafen Tunic,65.14,48.855,0.3
16513,5,Umbrafen Gloves,68.8,51.6,0
16514,2,Umbrafen Cap,146,109.5,0.15
16515,3,Umbrafen Britches,57.67,43.2525,0.25
16516,1,Umbrafen Shoulderguards,254,190.5,0
16517,10,Umbrafen Bindings,13.4,10.05,0.4
16518,8,Clefthoof Belt,35.5,26.625,0.3
16519,2,Clefthoof Wanderboots,9,6.75,0.05
16520,3,Clefthoof Hidemantle,14,10.5,0.35
16521,2,Clefthoof Gloves,30.5,22.875,0.05
16522,1,Clefthoof Cover,335,251.25,0.45
16523,2,Clefthoof Britches,42.5,31.875,0.4
16524,6,Clefthoof Shoulderguards,2.5,1.875,0.15
16525,1,Clefthoof Bracers,432,324,0.05
16526,1,Boneshredder Belt,404,303,0.4
16527,5,Boneshredder Boots,21.4,16.05,0.1
16528,8,Boneshredder Jerkin,0.25,0.1875,0.4
16529,9,Boneshredder Gloves,8.33,6.2475,0.15
16530,8,Boneshredder Skullcap,58.75,44.0625,0.05
16531,8,Boneshredder Britches,22.5,16.875,0.2
16532,5,Boneshredder Shoulderguards,73,54.75,0.25
16533,9,Boneshredder Wristguards,9.22,6.915,0.15
16534,9,Murkblood Belt,8,6,0
16535,2,Murkblood Boots,109,81.75,0.3
16536,7,Murkblood Chestpiece,6.71,5.0325,0.15
16537,7,Murkblood Gloves,7.57,5.6775,0.45
16538,8,Murkblood Cover,22,16.5,0.4
16539,8,Murkblood Pants,17.25,12.9375,0
16540,2,Murkblood Shoulderguards,148.5,111.375,0.3
16541,8,Murkblood Bracers,48.13,36.0975,0.4
16542,6,Expedition Girdle,57.33,42.9975,0.5
16543,9,Expedition Boots,20.44,15.33,0.25
16544,1,Expedition Tunic,306,229.5,0.05
16545,4,Expedition Gloves,111,83.25,0.15
16546,1,Expedition Hood,175,131.25,0.5
16547,1,Expedition Pants,109,81.75,0
16548,2,Expedition Shoulderguards,183.5,137.625,0.25
16549,8,Expedition Bracers,59.13,44.3475,0.5
16550,9,Dragonhawk Belt,42.44,31.83,0.25
16551,4,Dragonhawk Boots,9.5,7.125,0.4
16552,3,Dragonhawk Tunic,93,69.75,0.35
16553,3,Dragonhawk Gloves,158.67,119.0025,0.35
16554,2,Dragonhawk Hat,122,91.5,0.05
16555,8,Dragonhawk Pants,20.13,15.0975,0.1
16556,3,Dragonhawk Shoulderguards,43,32.25,0.35
16557,1,Dragonhawk Bands,87,65.25,0.1
16558,2,Unyielding Waistband,210.5,157.875,0.2
16559,8,Unyielding Footwraps,36.38,27.285,0.45
16560,10,Unyielding Chain Vest,2,1.5,0.25
16561,9,Unyielding Fists,38.33,28.7475,0
16562,6,Unyielding Helm,66.33,49.7475,0.15
16563,5,Unyielding Leggings,17,12.75,0.3
16564,2,Unyielding Spaulders,30.5,22.875,0.25
16565,10,Unyielding Bindings,19.3,14.475,0.15
16566,3,Felstone Waistband,11,8.25,0.35
16567,5,Felstone Greaves,83.4,62.55,0.4
16568,1,Felstone Chain Vest,249,186.75,0.25
16569,9,Felstone Gauntlets,53.89,40.4175,0.3
16570,5,Felstone Helm,12.6,9.45,0.3
16571,7,Felstone Leggings,20.14,15.105,0.3
16572,5,Felstone Spaulders,50.2,37.65,0.35
16573,7,Felstone Bindings,59.43,44.5725,0.1
16574,1,Netherstalker Belt,363,272.25,0.25
16575,10,Netherstalker Greaves,39,29.25,0.5
16576,8,Netherstalker Armor,34.25,25.6875,0.4
16577,7,Netherstalker Gloves,18.29,13.7175,0.25
16578,8,Netherstalker Helmet,18.5,13.875,0.2
16579,3,Netherstalker Legguards,70.67,53.0025,0.4
16580,9,Netherstalker Mantle,7.89,5.9175,0.3
16581,10,Netherstalker Bracer,41,30.75,0.35
16582,6,Nexus-Strider Belt,1.83,1.3725,0.4
16583,7,Nexus-Strider Greaves,7,5.25,0.3
16584,8,Nexus-Strider Breastplate,59.25,44.4375,0.35
16585,1,Nexus-Strider Gloves,451,338.25,0.35
16586,2,Nexus-Strider Helmet,245.5,184.125,0.1
16587,8,Nexus-Strider Legwraps,45.75,34.3125,0
16588,9,Nexus-Strider Mantle,29.78,22.335,0.35
16589,7,Nexus-Strider Bracer,45.71,34.2825,0.35
16590,4,Wrathfin Waistband,90,67.5,0.2
16591,2,Wrathfin Greaves,29,21.75,0.1
16592,10,Wrathfin Armor,19.4,14.55,0.5
16593,10,Wrathfin Gloves,35.3,26.475,0.5
16594,6,Wrathfin Helmet,26.17,19.6275,0.3
16595,5,Wrathfin Legguards,40.2,30.15,0.1
16596,3,Wrathfin Mantle,24.67,18.5025,0.05
16597,8,Wrathfin Bindings,37.13,27.8475,0.3
16598,9,Fenclaw Waistband,19.33,14.4975,0.15
16599,10,Fenclaw Footwraps,1.6,1.2,0.25
16600,10,Fenclaw Armor,20.1,15.075,0.15
16601,9,Fenclaw Fists,4.33,3.2475,0.05
16602,6,Fenclaw Helm,31.17,23.3775,0.5
16603,9,Fenclaw Legguards,13.44,10.08,0.5
16604,8,Fenclaw Mantle,18.63,13.9725,0.2
16605,5,Fenclaw Bindings,15.6,11.7,0.2
16606,8,Marshcreeper Belt,57.5,43.125,0.3
16607,8,Marshcreeper Sludgeboots,12.88,9.66,0.05
16608,2,Marshcreeper Fen-Vest,14.5,10.875,0.5
16609,8,Marshcreeper Gloves,45.5,34.125,0.25
16610,7,Marshcreeper Helm,35.43,26.5725,0.45
16611,9,Marshcreeper Leggings,44.56,33.42,0.05
16612,2,Marshcreeper Mantle,201,150.75,0.1
16613,6,Marshcreeper Bracelets,56.83,42.6225,0.1
16614,2,Blood Knight Girdle,188.5,141.375,0.45
16615,3,Blood Knight Boots,0.67,0.5025,0.5
16616,6,Blood Knight Breastplate,21,15.75,0.15
16617,4,Blood Knight Gauntlets,14.75,11.0625,0.1
16618,3,Blood Knight Helm,1,0.75,0.2
16619,7,Blood Knight Greaves,71.29,53.4675,0.1
16620,2,Blood Knight Pauldrons,214.5,160.875,0.15
16621,8,Blood Knight Bracers,38.25,28.6875,0
16622,8,Ironspine Belt,38.63,28.9725,0.2
16623,3,Ironspine Greaves,147.33,110.4975,0.25
16624,2,Ironspine Chain Vest,169.5,127.125,0.2
16625,2,Ironspine Gloves,148,111,0.45
16626,10,Ironspine Helm,10.5,7.875,0.05
16627,1,Ironspine Legguards,128,96,0.35
16628,2,Ironspine Shoulderguards,205.5,154.125,0.15
16629,9,Ironspine Bracelets,34.89,26.1675,0.05
16630,5,Der'izu Belt,7.4,5.55,0.05
16631,9,Der'izu Greaves,51.22,38.415,0.35
16632,9,Der'izu Chestpiece,2.56,1.92,0.4
16633,6,Der'izu Fists,27.5,20.625,0.25
16634,5,Der'izu Helm,75.4,56.55,0.35
16635,6,Der'izu Legguards,76.5,57.375,0.2
16636,6,Der'izu Spaulders,38.33,28.7475,0.3
16637,4,Der'izu Bracer,103,77.25,0.3
16638,2,Skettis Belt,100.5,75.375,0.35
16639,1,Skettis Footwraps,418,313.5,0.45
16640,1,Skettis Chestpiece,212,159,0.1
16641,6,Skettis Gauntlets,17,12.75,0.4
16642,3,Skettis Helmet,132.33,99.2475,0.15
16643,7,Skettis Legguards,9.57,7.1775,0.15
16644,7,Skettis Spaulders,48,36,0.45
16645,3,Skettis Bracer,13.33,9.9975,0.1
16646,5,Sundered Waistband,40.6,30.45,0.5
16647,3,Sundered Footwraps,65.33,48.9975,0.4
16648,3,Sundered Chestpiece,112,84,0.4
16649,9,Sundered Gauntlets,38.89,29.1675,0.45
16650,9,Sundered Helmet,53.33,39.9975,0.15
16651,9,Sundered Legguards,5,3.75,0.45
16652,4,Sundered Spaulders,47.75,35.8125,0.4
16653,8,Tortured Bracer,6.13,4.5975,0.25
16654,9,Talhide Stitched-Belt,5,3.75,0.15
16655,9,Talhide Lined-Boots,35.78,26.835,0.35
16656,7,Talhide Chestpiece,12,9,0.05
16657,7,Talhide Lined-Gloves,6.86,5.145,0.2
16658,7,Talhide Helmet,1.57,1.1775,0.15
16659,8,Talhide Lined-Leggings,53.5,40.125,0.4
16660,6,Talhide Shoulderguards,11.67,8.7525,0.45
16661,8,Talhide Lined-Bracers,42.75,32.0625,0.35
16662,3,Netherstorm Belt,29.33,21.9975,0.3
16663,9,Netherstorm Greaves,34.11,25.5825,0
16664,5,Netherstorm Chestpiece,51,38.25,0.25
16665,8,Netherstorm Gauntlets,7.13,5.3475,0
16666,3,Netherstorm Helm,142,106.5,0.25
16667,6,Netherstorm Legguards,79.33,59.4975,0.2
16668,5,Netherstorm Shoulderguards,91,68.25,0.15
16669,8,Netherstorm Bracer,43.88,32.91,0.5
16670,3,Grimscale Belt,111.67,83.7525,0.35
16671,1,Grimscale Sabatons,104,78,0.5
16672,6,Grimscale Armor,26.67,20.0025,0.35
16673,10,Grimscale Gauntlets,13.8,10.35,0.4
16674,9,Grimscale Helm,49.78,37.335,0.25
16675,4,Grimscale Legguards,30.25,22.6875,0.45
16676,9,Grimscale Pauldrons,53.22,39.915,0.25
16677,8,Grimscale Vambraces,46.25,34.6875,0.15
16678,4,Ango'rosh Belt,49,36.75,0.1
16679,6,Ango'rosh Sabatons,11.17,8.3775,0.15
16680,4,Ango'rosh Breastplate,90.75,68.0625,0.15
16681,5,Ango'rosh Gauntlets,53.8,40.35,0.05
16682,4,Ango'rosh Helm,41,30.75,0.05
16683,4,Ango'rosh Legguards,9,6.75,0.35
16684,9,Ango'rosh Pauldrons,29.22,21.915,0.3
16685,6,Ango'rosh Vambraces,57,42.75,0.2
16686,5,Darkcrest Belt,17.6,13.2,0.4
16687,8,Darkcrest Sabatons,23.5,17.625,0.35
16688,10,Darkcrest Breastplate,41.2,30.9,0.1
16689,4,Darkcrest Gauntlets,70,52.5,0.2
16690,4,Darkcrest Helm,122,91.5,0.45
16691,8,Darkcrest Legguards,60.25,45.1875,0.05
16692,5,Darkcrest Pauldrons,92.8,69.6,0.25
16693,5,Darkcrest Bracers,74.2,55.65,0.25
16694,4,Bloodscale Belt,115.25,86.4375,0.3
16695,5,Bloodscale Sabatons,23.2,17.4,0.25
16696,2,Bloodscale Breastplate,103,77.25,0.3
16697,5,Bloodscale Gauntlets,31,23.25,0.25
16698,7,Bloodscale Helm,33.57,25.1775,0.1
16699,9,Bloodscale Legguards,17.56,13.17,0.25
16700,10,Bloodscale Pauldrons,44.7,33.525,0.15
16701,7,Bloodscale Bracers,7.29,5.4675,0.15
16702,5,Bogslayer Belt,42.8,32.1,0.05
16703,3,Bogslayer Sabatons,66,49.5,0.35
16704,9,Bogslayer Breastplate,4.11,3.0825,0.05
16705,8,Bogslayer Gauntlets,11.13,8.3475,0.45
16706,8,Bogslayer Helm,15.38,11.535,0.3
16707,1,Bogslayer Legplates,357,267.75,0.15
16708,7,Bogslayer Pauldrons,16.71,12.5325,0.3
16709,5,Bogslayer Bracers,49,36.75,0.4
16710,4,Khan'aish Girdle,106.25,79.6875,0.15
16711,9,Khan'aish Greaves,1.44,1.08,0.4
16712,10,Khan'aish Breastplate,40.9,30.675,0.2
16713,1,Khan'aish Gloves,202,151.5,0.3
16714,9,Khan'aish Helmet,55.22,41.415,0.15
16715,1,Khan'aish Legplates,288,216,0.25
16716,10,Khan'aish Epaulets,21.5,16.125,0.2
16717,1,Khan'aish Bracers,455,341.25,0.25
16718,1,Talonguard Girdle,75,56.25,0.45
16719,10,Talonguard Greaves,32.3,24.225,0.4
16720,7,Talonguard Armor,35.29,26.4675,0.2
16721,1,Talonguard Gloves,97,72.75,0.05
16722,3,Talonguard Helmet,2.67,2.0025,0.05
16723,7,Talonguard Legplates,20.86,15.645,0.35
16724,10,Talonguard Epaulets,41.1,30.825,0.1
16725,1,Talonguard Bracers,472,354,0.4
16726,5,Reaver Girdle,91.6,68.7,0.1
16727,4,Reaver Greaves,34.25,25.6875,0.5
16728,1,Reaver Armor,111,83.25,0.45
16729,9,Reaver Gloves,32.56,24.42,0.3
16730,10,Reaver Helmet,46.8,35.1,0.05
16731,1,Reaver Legplates,102,76.5,0.1
16732,3,Reaver Epaulets,74.33,55.7475,0.35
16733,3,Reaver Bracers,12,9,0.4
16734,3,Boulderfist Belt,45,33.75,0.5
16735,6,Boulderfist Greaves,45.67,34.2525,0
16736,10,Boulderfist Armor,18.8,14.1,0.15
16737,3,Boulderfist Gloves,20,15,0.05
16738,9,Boulderfist Helm,27.89,20.9175,0.2
16739,7,Boulderfist Legplates,60.71,45.5325,0.2
16740,10,Boulderfist Epaulets,29.3,21.975,0.15
16741,8,Boulderfist Bracers,34.5,25.875,0.3
16742,1,Warmaul Belt,27,20.25,0.4
16743,7,Warmaul Greaves,25.71,19.2825,0.35
16744,10,Warmaul Breastplate,30.7,23.025,0.25
16745,3,Warmaul Gloves,89,66.75,0.5
16746,9,Warmaul Helmet,22.22,16.665,0.1
16747,4,Warmaul Legplates,82.25,61.6875,0.5
16748,6,Warmaul Epaulets,66.33,49.7475,0.3
16749,1,Warmaul Vambraces,86,64.5,0.1
16750,9,Bloodfist Girdle,24.11,18.0825,0.25
16751,2,Bloodfist Greaves,10,7.5,0.5
16752,7,Bloodfist Breastplate,42.29,31.7175,0.35
16753,8,Bloodfist Gloves,48.38,36.285,0.45
16754,7,Bloodfist Helmet,49.43,37.0725,0.05
16755,2,Bloodfist Legplates,129,96.75,0.45
16756,2,Bloodfist Epaulets,96.5,72.375,0.05
16757,3,Bloodfist Vambraces,104.67,78.5025,0.2
16758,7,Conqueror's Girdle,35,26.25,0.2
16759,8,Conqueror's Greaves,60.88,45.66,0.35
16760,10,Conqueror's Breastplate,15.5,11.625,0.05
16761,9,Conqueror's Gauntlets,17.11,12.8325,0.3
16762,2,Conqueror's Helmet,247,185.25,0.35
16763,5,Conqueror's Legplates,55.4,41.55,0.1
16764,1,Conqueror's Epaulets,178,133.5,0.05
16765,9,Conqueror's Vambraces,52.78,39.585,0.4
16766,1,Shattered Hand Belt,417,312.75,0.05
16767,8,Shattered Hand Sabatons,43.88,32.91,0.05
16768,9,Shattered Hand Breastplate,47.89,35.9175,0.15
16769,8,Shattered Hand Gauntlets,38.25,28.6875,0.5
16770,1,Shattered Hand Helmet,294,220.5,0.5
16771,4,Shattered Hand Legplates,29.75,22.3125,0.35
16772,6,Shattered Hand Epaulets,14.83,11.1225,0.5
16773,6,Shattered Hand Vambraces,27.5,20.625,0.3
16774,6,Warlord's Iron-Girdle,5.33,3.9975,0.35
16775,9,Warlord's Sabatons,22.78,17.085,0.5
16776,2,Warlord's Iron-Breastplate,7,5.25,0.1
16777,10,Warlord's Iron-Gauntlets,29.3,21.975,0
16778,8,Warlord's Iron-Helm,32,24,0.1
16779,6,Warlord's Iron-Legplates,43.17,32.3775,0.4
16780,2,Warlord's Iron-Epaulets,202,151.5,0.15
16781,10,Warlord's Iron-Vambraces,5.6,4.2,0.25
16782,9,Silky Velvet Cloak,0.44,0.33,0
16783,6,Silvermoon Royal Cloak,34.67,26.0025,0.15
16784,4,Hellfire Cloak,51,38.25,0.05
16785,2,Scavenger's Cloak,157,117.75,0.3
16786,1,Elementalist Cloak,404,303,0.3
16787,2,Silver-Lined Cloak,191.5,143.625,0.45
16788,5,Boulderfist Cloak,59.8,44.85,0.2
16789,3,Patched Cape,79,59.25,0.15
16790,4,Forest Shroud,23,17.25,0.4
16791,7,Farseer Cloak,29.71,22.2825,0.45
16792,7,Murkblood Cape,6,4.5,0.4
16793,4,Ambusher's Cloak,26,19.5,0.1
16794,7,Nether Cloak,7.57,5.6775,0.25
16795,3,Amber Cape,28.67,21.5025,0.05
16796,10,Rubellite Ring,12.5,9.375,0
16797,9,Azurite Ring,55,41.25,0
16798,1,Spined Ring,431,323.25,0.15
16799,1,Tourmaline Loop,476,357,0.4
16800,4,Smoky Quartz Ring,81.25,60.9375,0.35
16801,9,Scheelite Ring,26.67,20.0025,0.1
16802,6,Moldavite Ring,5.17,3.8775,0.35
16803,3,Blue Topaz Band,117,87.75,0.4
16804,1,Hauyne Ring,24,18,0.05
16805,9,Lazuli Ring,8.89,6.6675,0.05
16806,1,Sodalite Band,313,234.75,0.3
16807,4,Alexandrite Ring,6.75,5.0625,0.05
16808,4,Almandine Ring,102.25,76.6875,0.3
16809,7,Amber Band,21.71,16.2825,0.2
16810,7,Anglesite Choker,41,30.75,0.05
16811,8,Fire Opal Collar,53.38,40.035,0.35
16812,6,Sunstone Necklace,42.17,31.6275,0.05
16813,1,Hiddenite Necklace,309,231.75,0.25
16814,10,Zircon Amulet,7.7,5.775,0.35
16815,1,Multi-Colored Beads,382,286.5,0.15
16816,10,Amethyst Pendant,2.9,2.175,0.1
16817,7,Turquoise Brooch,41.14,30.855,0.05
16818,2,Pink Sapphire Necklace,24,18,0.45
16819,5,Diopside Beads,92,69,0.2
16820,4,Kunzite Necklace,86.25,64.6875,0.3
16821,1,Epidote Stone Necklace,37,27.75,0.4
16822,7,Coral Beads,68.14,51.105,0.15
16823,10,Tanzanite Pendant,3.4,2.55,0.05
16824,8,Northman's Shield,12,9,0.15
16825,4,Emperor Shield,52.5,39.375,0.5
16826,4,Telaari Shield,117.5,88.125,0.1
